,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29
Refuge des Mottets,0,0,0,0,0,0,0,0,0,1,0,0,5,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gîte Mermoud,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,8,7,5,5,3,1,0,6,6,1,2,2,0,0,6,2,0,1,0,0,0,1,2,2,0,2,2,6,0,6,1,5,5,0,3,0,1,2,0,0,1,0,8,8,0,3,1,3,0,0,4,0,0,2,0,5,2,1,5,6,4,0,4,6,7,0,8,0,0,0,0,0,0,0,0
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,0,0,17,15,19,9,11,8,26,15,11,8,15,6,0,1,4,0,9,8,3,1,0,0,0,0,0,4,0,8,0,3,4,11,0,0,6,0,7,14,10,4,0,2,1,4,8,8,8,4,2,10,10,0,10,2,8,7,7,10,12,9,1,12,5,6,0,6,9,2,10,5,5,13,5,10,13,6,10,7,8,6,10,5
Gîte Le Moulin,27,25,28,27,17,28,26,17,16,25,7,15,17,0,22,2,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auberge la Boërne,0,1,29,29,27,29,22,18,29,23,0,21,7,0,0,2,5,0,1,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,3,0,0,0
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,0,1,0,0,2,0,20,3,0,1,16,3,0,4,0,0,0,13,3,1,4,0,0,0,15,0,0,0,0,0,0,15,0,0,0,1,0,0,15,1,0,2,13,0,0,13,1,0,9,0,0,0,13,4,0,1,1,0,2,16,0,0,0,0,0,0,13,0,0,0,0,0,3,8,1,0,3,7,0,0,11,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,0,0,1,0,0,27,4,0,0,0,13,12,19,0,6,0,4,3,1,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,0,16,6,0,0,8
Rifugio Monte Bianco CAI Uget,36,23,20,1,0,23,21,1,22,36,20,0,11,31,44,34,6,1,2,0,2,9,31,7,0,0,5,1,2,46,42,0,0,12,13,12,35,21,2,0,0,30,3,30,45,0,0,0,7,6,23,0,5,0,0,15,2,29,31,13,0,0,31,15,32,30,29,0,0,18,17,8,20,0,0,0,36,5,26,4,7,0,19,38,12,46,33,34,0,16
Rifugio G. Bertone,0,0,0,0,0,0,0,2,1,1,0,0,1,12,6,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hotel Funivia,0,0,8,8,8,12,8,16,8,14,12,8,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,1,1,0,1,1
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,9,0,0,0,0,5,3,5,0,0,0,0,0,0,2,0,0,7,0,7,0,0,0,0,0,0,1,0,0,0,0,0,7,26,16,13,2,11,6,25,17,22,28,1,0,0,0,0,4,0,0,16,0,9,0,3,0,6,0,1,0,12,11,15,0,0,0,8
Gîte La Léchère,0,0,0,22,0,11,5,18,15,19,8,1,21,18,1,6,9,0,0,0,5,13,0,0,0,0,0,9,0,0,0,1,6,3,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,8,4,0,0,2,0,23,0,14,7,0,1,19,8,18,0,3,0,0,10,0,3,7,8,0,0,13,7,7,2,3,1,9,2,16,19,0,0,0,3,20
Chalet 'Le Dolent',0,0,0,0,0,21,28,0,0,28,26,20,22,0,0,0,22,12,18,0,26,0,0,7,16,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,30
Maya-Joie,0,0,0,0,25,36,35,26,32,20,16,0,0,6,32,18,12,0,0,0,6,17,11,0,0,0,0,18,17,14,2,0,3,0,0,8,11,0,0,0,0,21,16,0,0,19,0,0,14,13,13,0,0,14,0,26,27,11,0,0,4,0,0,30,5,0,0,1,0,20,24,8,0,0,0,0,28,21,6,0,0,0,0,18,16,0,0,0,22,0
Auberge des Glaciers,0,0,49,51,45,52,51,35,37,45,44,47,31,47,48,50,36,12,9,13,32,22,30,20,3,0,7,28,31,12,0,0,0,12,0,13,14,0,0,0,0,22,31,0,0,0,0,0,14,4,22,0,0,0,3,33,7,11,7,31,9,15,25,30,30,3,10,8,12,17,17,11,2,8,1,17,15,18,29,9,12,14,17,31,21,41,5,13,24,29
Gîte de La Fouly,16,16,13,15,14,17,8,0,0,12,9,10,6,11,10,4,1,2,0,3,3,3,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,3,0,0,4,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,6
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,22,25,8,1,3,18,10,12,2,0,4,1,5,7,1,0,5,0,0,0,12,9,0,0,2,2,7,0,4,0,2,0,5,1,11,17,0,4,0,0,5,6,2,0,4,4,14,14,5,4,0,0,0,1,9,0,6,0,4,0,11,4,16,6,0,0,0,0,10,1,4,0,7,0,9
Auberge Gîte Bon Abri,30,30,27,24,30,21,31,34,36,27,38,11,32,23,42,18,0,6,14,1,0,7,4,0,0,1,0,1,9,1,0,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,10,10,0,1,0,1,0,0,5,1,20,20,0,0,11,30,0,0,2,5,1,6,16,0,0,0,1,0,0,21,13,31,13,7,23,9,30,3,23,3,2,32,23,21
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,2,0,0,2,0,1,0,0,1,1,0,0,1,4,0,0,1,0,0,0,1,1,0,0,6,1,0,1,4,0,0,0,2,6,7,2,2,0,6,1,6,3,0,0,1,0
Relais d'Arpette,0,135,125,137,136,111,110,0,119,38,70,55,94,76,63,46,23,26,3,13,15,47,13,18,10,19,19,8,17,27,14,8,14,40,6,38,8,5,12,18,14,4,22,17,34,9,11,10,10,10,10,20,18,7,61,14,41,17,9,20,15,51,19,55,37,16,9,14,9,2,24,24,21,2,24,28,29,87,14,14,18,18,74,27,64,27,18,19,26,60
Hôtel du Col de la Forclaz,12,12,15,12,12,12,11,13,12,6,10,12,8,11,12,10,1,12,3,10,0,0,0,0,0,5,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,0,0,0
Auberge Mont-Blanc,27,24,32,32,30,27,30,25,10,15,28,24,10,9,21,4,0,4,4,1,8,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,2,0,5,0,0,0,4,0,0,0,0,3,4,4,6
La Grande Ourse,0,0,0,0,0,0,0,0,22,0,0,0,20,12,12,4,2,26,17,6,4,0,4,0,0,6,0,9,0,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2
Refuge Le Peuty,21,19,21,23,23,21,17,15,16,16,13,7,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
