,2024-06-01,2024-06-02,2024-06-03,2024-06-04,2024-06-05,2024-06-06,2024-06-07,2024-06-08,2024-06-09,2024-06-10,2024-06-11,2024-06-12,2024-06-13,2024-06-14,2024-06-15,2024-06-16,2024-06-17,2024-06-18,2024-06-19,2024-06-20,2024-06-21,2024-06-22,2024-06-23,2024-06-24,2024-06-25,2024-06-26,2024-06-27,2024-06-28,2024-06-29,2024-06-30,2024-07-01,2024-07-02,2024-07-03,2024-07-04,2024-07-05,2024-07-06,2024-07-07,2024-07-08,2024-07-09,2024-07-10,2024-07-11,2024-07-12,2024-07-13,2024-07-14,2024-07-15,2024-07-16,2024-07-17,2024-07-18,2024-07-19,2024-07-20,2024-07-21,2024-07-22,2024-07-23,2024-07-24,2024-07-25,2024-07-26,2024-07-27,2024-07-28,2024-07-29,2024-07-30,2024-07-31,2024-08-01,2024-08-02,2024-08-03,2024-08-04,2024-08-05,2024-08-06,2024-08-07,2024-08-08,2024-08-09,2024-08-10,2024-08-11,2024-08-12,2024-08-13,2024-08-14,2024-08-15,2024-08-16,2024-08-17,2024-08-18,2024-08-19,2024-08-20,2024-08-21,2024-08-22,2024-08-23,2024-08-24,2024-08-25,2024-08-26,2024-08-27,2024-08-28,2024-08-29
Refuge des Mottets,0,0,0,0,0,0,0,0,0,1,0,2,5,2,2,3,0,1,0,4,2,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,1,5,1,0,12,0,0,0,8,4,4,2,0,0,2,0,0,0,5,0,0,0,4,1,0,3,0,0,0,7,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0
Gîte Mermoud,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,7,5,6,3,1,0,6,6,1,2,3,0,0,6,2,0,1,0,0,0,1,2,2,0,3,2,6,0,6,1,5,5,0,3,0,1,2,0,0,1,0,8,8,0,3,1,3,0,0,4,0,0,2,0,5,2,1,5,6,4,0,4,6,7,0,8,0,0,0,0,0,0,0,0
Gîte d'Alpage Les Ecuries de Charamillon,0,0,0,0,0,0,0,0,17,16,19,9,11,8,26,14,10,10,15,6,0,1,6,0,9,8,3,0,0,0,0,0,0,6,0,0,0,3,4,11,2,0,7,0,7,14,8,7,0,2,1,4,8,8,8,4,2,12,10,0,12,2,8,7,7,8,16,9,0,12,6,6,0,6,9,4,0,10,5,13,5,10,5,6,10,6,8,7,10,7
Gîte Le Moulin,27,25,28,27,17,28,26,19,16,25,8,15,17,0,22,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auberge la Boërne,0,1,29,29,27,29,22,18,29,23,0,21,9,3,0,2,3,0,2,1,0,5,0,0,5,0,0,0,2,2,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0
Cabane du Combal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rifugio Maison Vieille,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,0,1,3,3,0,2,0,0,0,0,12,4,6,0,0,10,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,2,13,0,0,0,1,2,9,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0
Gite le Randonneur du Mont Blanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,10,13,5,0,0,1,0,0,29,12,0,0,0,13,16,21,0,6,0,4,5,1,11,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,6,13,0,16,6,0,0,8
Rifugio Monte Bianco CAI Uget,42,23,20,4,0,23,21,1,22,37,22,0,11,33,44,31,13,1,0,0,2,7,31,9,0,0,0,1,2,48,42,0,0,3,12,11,36,20,2,0,0,30,3,30,43,0,0,0,2,6,23,0,5,0,0,15,2,29,41,13,0,0,33,15,33,30,29,0,0,18,19,10,25,0,0,0,36,5,28,9,0,0,20,38,12,46,33,34,0,16
Rifugio G. Bertone,0,0,0,0,0,0,0,2,1,1,0,0,0,13,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hotel Funivia,0,0,8,8,8,12,8,16,8,8,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hôtel Lavachey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Chalet Val Ferret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gîte Alpage de La Peule,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,1,1,0,1,1
Hotel du Col de Fenêtre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,9,0,0,0,0,5,3,5,0,0,0,0,0,0,2,0,0,8,0,9,1,0,0,0,0,0,1,0,0,1,0,0,0,26,16,13,2,11,6,25,17,22,28,1,0,11,0,0,4,0,0,16,3,9,0,3,0,6,0,1,0,12,11,15,0,0,0,8
Gîte La Léchère,0,0,0,22,0,11,13,18,15,20,10,1,21,18,2,6,9,0,0,0,5,13,0,0,0,0,0,9,0,0,0,3,6,4,0,0,0,0,1,0,2,0,7,0,0,0,0,0,0,10,4,0,0,6,0,23,0,16,9,0,1,19,12,20,0,2,0,0,10,0,3,15,10,0,0,14,7,7,7,3,1,12,9,16,19,0,0,0,3,22
Chalet 'Le Dolent',0,0,0,0,0,21,28,0,0,28,26,20,22,30,0,0,23,16,23,0,26,0,0,7,17,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,30
Maya-Joie,0,0,0,0,27,36,38,26,32,20,16,0,0,6,30,16,12,0,0,0,6,17,11,0,0,0,4,18,20,15,2,0,6,0,1,8,11,0,0,0,0,21,16,0,0,8,0,0,21,13,13,0,2,1,0,26,27,11,0,0,4,0,0,30,5,0,0,1,0,20,24,8,0,0,0,0,27,21,10,0,0,0,0,18,14,0,0,0,22,0
Auberge des Glaciers,0,0,51,51,45,52,51,35,39,45,44,47,31,47,48,50,36,12,9,16,32,22,30,22,4,0,9,28,31,12,0,0,0,12,0,13,14,0,0,0,0,22,31,0,0,0,1,0,14,5,22,0,0,0,6,33,7,11,7,33,13,15,29,30,30,3,10,8,12,17,17,11,2,8,1,17,15,18,29,9,14,14,17,31,21,41,5,13,24,29
Gîte de La Fouly,16,15,15,15,14,15,8,0,0,12,9,11,6,11,11,1,1,2,3,0,3,3,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,7
Hôtel Edelweiss,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,20,25,8,3,3,19,10,8,4,0,6,0,5,8,1,0,0,0,0,0,7,9,0,0,2,2,7,3,4,0,2,0,5,1,13,17,0,2,0,0,5,8,0,0,4,4,15,14,5,4,0,0,0,1,12,0,6,0,2,0,11,4,16,4,0,0,2,0,10,1,4,0,7,0,14
Auberge Gîte Bon Abri,30,30,27,24,30,21,31,35,36,27,38,11,32,23,44,18,0,0,18,1,0,7,4,0,1,1,0,1,9,1,0,0,0,1,0,4,1,0,1,0,0,0,6,0,0,0,10,13,0,1,0,1,0,0,5,1,22,20,0,0,11,32,0,0,6,5,1,6,16,0,0,0,1,0,0,21,13,31,18,7,23,9,33,3,23,4,2,32,23,21
Chalet La Grange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,2,0,0,2,0,1,0,0,2,1,0,0,1,4,0,0,1,0,0,0,1,1,0,0,6,1,0,1,4,0,0,0,2,6,7,2,2,2,6,1,6,4,0,0,1,0
Relais d'Arpette,0,137,125,137,136,121,110,0,122,38,70,55,96,76,62,46,24,26,3,15,17,48,14,24,9,19,24,10,17,27,11,8,14,43,6,34,8,7,12,16,14,0,35,23,20,9,11,10,8,12,10,20,18,14,61,14,41,15,9,18,15,47,19,57,33,16,8,14,22,0,22,24,20,2,26,31,29,87,17,16,20,22,81,20,64,26,20,19,28,60
Hôtel du Col de la Forclaz,12,12,15,12,12,12,11,13,12,6,11,12,8,11,12,10,1,12,3,10,0,0,0,0,0,6,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,8,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,6,0,0,0,0,0
Auberge Mont-Blanc,27,24,32,32,30,27,32,25,11,15,28,24,10,9,21,4,0,4,4,4,8,0,0,0,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,0,4,0,0,0,0,4,4,4,6
La Grande Ourse,0,0,0,0,0,0,0,0,22,0,0,0,20,0,12,4,2,27,17,6,2,2,0,0,0,6,0,9,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Refuge Le Peuty,23,19,21,23,23,21,17,21,16,16,13,8,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
